date,open,high,low,close,volume,dividends,splits,ticker
2016-07-13,26.91518326047347,27.045769282036968,26.313039065462995,26.523427963256836,8622500,0.0,0,BP
2016-07-14,26.9079297114861,26.91518326047347,26.51617164679561,26.523427963256836,5499900,0.0,0,BP
2016-07-15,26.552444926680167,26.588720974038587,26.42185890511667,26.523427963256836,6032400,0.0,0,BP
2016-07-18,26.291273961912374,26.356566968499294,26.138921768227103,26.240488052368164,5608500,0.0,0,BP
2016-07-19,26.117162136179722,26.2259847520701,25.993832421146433,26.138925552368164,5346700,0.0,0,BP
2016-07-20,26.05186720752849,26.16794336446853,25.899517770446035,26.0881404876709,5153600,0.0,0,BP
2016-07-21,25.993831731992923,26.298530620449224,25.95030213329602,26.00108528137207,3949500,0.0,0,BP
2016-07-22,26.02284812927246,26.059121410324874,25.870498688367945,26.02284812927246,5635600,0.0,0,BP
2016-07-25,25.72540274822223,25.747168930791837,25.19580509692757,25.319137573242188,10941300,0.0,0,BP
2016-07-26,24.724246394949468,25.152274976122648,24.716990078419208,25.09423828125,8646000,0.0,0,BP
2016-07-27,25.369922794092407,25.515015929890026,24.970908368226443,25.079730987548828,8424100,0.0,0,BP
2016-07-28,24.970907059961874,25.00718310948489,24.600915155103724,24.658954620361328,9295000,0.0,0,BP
2016-07-29,24.66621001193867,24.97816524231113,24.571897257588475,24.956401824951172,6349500,0.0,0,BP
2016-08-01,24.600909495692832,24.622672906420775,24.013272498777898,24.071311950683594,11808600,0.0,0,BP
2016-08-02,24.412290632925878,24.47758364280267,24.042295987799452,24.267194747924805,9236000,0.0,0,BP
2016-08-03,24.119453614117553,24.400168030625075,24.008643363691824,24.385393142700195,9514200,0.6,0,BP
2016-08-04,24.422330643172078,24.59962365403595,24.326295285108216,24.378005981445312,6920500,0.0,0,BP
2016-08-05,24.577457981215968,24.607007749988334,24.348451500261703,24.488811492919922,6104700,0.0,0,BP
2016-08-08,24.437103056602105,24.658720706757986,24.437103056602105,24.503585815429688,6020400,0.0,0,BP
2016-08-09,24.754756373665415,24.850791734175743,24.56268847066643,24.658723831176758,5363800,0.0,0,BP
2016-08-10,24.70304618803078,24.739984816853845,24.355846184872167,24.385393142700195,5060500,0.0,0,BP
2016-08-11,24.533133240983563,25.005918267579194,24.466647670492236,24.850786209106445,6439700,0.0,0,BP
2016-08-12,24.96159743966654,25.02069416136471,24.821237441843714,24.92466163635254,4325000,0.0,0,BP
2016-08-15,25.057632446987657,25.161056651742097,24.961599912462123,25.02069664001465,4214900,0.0,0,BP
2016-08-16,25.175833303467215,25.353126316578038,25.094572831615743,25.271865844726562,6643700,0.0,0,BP
2016-08-17,25.146282407327664,25.294028457013063,24.968986584100886,25.26447868347168,5000500,0.0,0,BP
2016-08-18,25.33096056035387,25.611674913878854,25.279249873229734,25.59690284729004,4635100,0.0,0,BP
2016-08-19,25.375287664137954,25.404837439492383,25.234930458236942,25.360515594482422,4038000,0.0,0,BP
2016-08-22,24.991150461150166,25.138893693629193,24.89511510562158,25.087182998657227,4264200,0.0,0,BP
2016-08-23,25.175830841388066,25.345737803178842,25.079795491498896,25.212766647338867,6767200,0.0,0,BP
2016-08-24,25.316186904907227,25.412222250523843,25.205376673963347,25.316186904907227,6293900,0.0,0,BP
2016-08-25,25.360513472395663,25.50825670076176,25.242314380868475,25.279253005981445,4672000,0.0,0,BP
2016-08-26,25.39744714291115,25.707711278004524,25.124115993780844,25.234926223754883,6267600,0.0,0,BP
2016-08-29,25.042859900638607,25.353124054915796,25.042859900638607,25.29402732849121,2849500,0.0,0,BP
2016-08-30,25.28664052205727,25.35312610592683,25.153669354318154,25.19060516357422,4675000,0.0,0,BP
2016-08-31,25.109350570994454,25.183222198510784,24.93205471972453,25.013315200805664,5018100,0.0,0,BP
2016-09-01,24.97637266845356,24.991147553586803,24.695655486964355,24.865562438964844,3742400,0.0,0,BP
