date,open,high,low,close,volume,dividends,splits,ticker
2016-07-13,23.601775225078644,23.608773390230247,22.880841392793606,23.195812225341797,5376600,0.0,0,RIO
2016-07-14,23.601775647093614,23.636771813549988,23.27280580832372,23.42679214477539,4358000,0.0,0,RIO
2016-07-15,23.16781290037115,23.356795389097666,22.887840919693318,22.99983024597168,3762000,0.0,0,RIO
2016-07-18,22.9088397896726,23.11881945832415,22.698860121021056,23.090824127197266,2740900,0.0,0,RIO
2016-07-19,22.1039159907277,22.222904825873258,21.72595231939474,21.830942153930664,5094100,0.0,0,RIO
2016-07-20,21.50897296990214,21.739951152290576,21.326989957259997,21.557968139648438,3396900,0.0,0,RIO
2016-07-21,22.103915698942888,22.341893366092563,21.96392836473079,22.09691619873047,3137600,0.0,0,RIO
2016-07-22,21.956933038489748,21.998928710176003,21.697956837218108,21.942934036254883,1827900,0.0,0,RIO
2016-07-25,21.96392932554027,21.970928826058884,21.550969475087832,21.746950149536133,1990500,0.0,0,RIO
2016-07-26,22.208903988755033,22.698858289431392,22.152909325965,22.670860290527344,3950700,0.0,0,RIO
2016-07-27,22.817847844866456,23.07682535311369,22.607868174153968,22.971834182739258,4082700,0.0,0,RIO
2016-07-28,22.824847717928595,22.999831214484274,22.6078672209865,22.98583221435547,4868600,0.0,0,RIO
2016-07-29,22.782851678087106,23.090824353832705,22.656863341652336,22.971834182739258,3311400,0.0,0,RIO
2016-08-01,23.265806221842453,23.265806221842453,22.803849910742652,22.873842239379883,4135800,0.0,0,RIO
2016-08-02,23.02083042581815,23.048828428564306,22.64986623455933,22.950838088989258,3317700,0.0,0,RIO
2016-08-03,22.642861199697165,23.12581731237557,22.48887755322284,23.111818313598633,3624800,0.0,0,RIO
2016-08-04,22.45388327326078,22.76185326205781,22.236902779086098,22.71985626220703,5481100,0.0,0,RIO
2016-08-05,22.782850981181326,22.964835314925434,22.64286364830962,22.91584014892578,3283900,0.0,0,RIO
2016-08-08,23.20281286791524,23.461787696955557,23.13281786679875,23.28680419921875,3637800,0.0,0,RIO
2016-08-09,23.020827307582344,23.28680295757068,22.950834980234113,23.00682830810547,2544300,0.0,0,RIO
2016-08-10,23.29069230860004,23.319078933349356,22.751359973850697,22.758455276489258,3264100,0.45,0,RIO
2016-08-11,22.907480185400694,23.09199053264647,22.730067847639916,23.03521728515625,3975500,0.0,0,RIO
2016-08-12,22.439109911615468,22.52426706374614,21.98493347057392,22.055898666381836,4426400,0.0,0,RIO
2016-08-15,22.22621763907699,22.53846373507203,22.219120983082927,22.517173767089844,2898200,0.0,0,RIO
2016-08-16,22.98553962554015,23.18424055662717,22.822320616847644,22.992637634277344,3964300,0.0,0,RIO
2016-08-17,22.737163502462167,22.992637675516352,22.453302708602592,22.864900588989258,2840800,0.0,0,RIO
2016-08-18,23.27649616605151,23.27649616605151,22.971346754843108,23.15585708618164,2486000,0.0,0,RIO
2016-08-19,22.73006671193283,22.86490181443635,22.538462425421717,22.751358032226562,2820900,0.0,0,RIO
2016-08-22,22.24040694133458,22.488784442151736,22.15524843830783,22.4320125579834,3619000,0.0,0,RIO
2016-08-23,22.829416934940614,23.11327774092963,22.779741699957125,22.80103302001953,3531100,0.0,0,RIO
2016-08-24,22.687487083470007,22.737163670246016,22.33266244207577,22.353952407836914,2755900,0.0,0,RIO
2016-08-25,22.396528565351893,22.630712749221175,22.346853337493023,22.581037521362305,2664700,0.0,0,RIO
2016-08-26,22.971346986370495,23.29778772039104,22.16944387630556,22.382339477539062,6799500,0.0,0,RIO
2016-08-29,22.28298964056574,22.545560499412915,22.176542507240733,22.488788604736328,2873600,0.0,0,RIO
2016-08-30,22.13396228861858,22.190734179098946,21.630110576250242,21.715269088745117,3397900,0.0,0,RIO
2016-08-31,21.424309504382858,21.580431839483225,21.31786239619859,21.41011619567871,3806100,0.0,0,RIO
2016-09-01,21.743652412070247,21.87138949261115,21.488179604536956,21.84300422668457,2429600,0.0,0,RIO
2016-09-02,22.27588812145508,22.304274739370616,21.786231144348044,22.091379165649414,5074800,0.0,0,RIO
2016-09-06,22.19073184922363,22.41781938730247,22.027512850423033,22.410722732543945,2574000,0.0,0,RIO
2016-09-07,22.098481173608935,22.240411590473173,21.821718349627318,22.027517318725586,3176400,0.0,0,RIO
2016-09-08,22.424919662954633,22.58813868810979,22.22621735827746,22.332664489746094,2807300,0.0,0,RIO
2016-09-09,22.254602220744403,22.297180799252594,21.793329098302657,21.814619064331055,2759100,0.0,0,RIO
2016-09-12,21.332058382542627,22.148154837573635,21.28238314623924,22.084287643432617,4519000,0.0,0,RIO
2016-09-13,21.566241872344634,21.637207073312606,21.019812938053118,21.14754867553711,4193900,0.0,0,RIO
2016-09-14,21.388828239649243,21.608820484561303,21.218512579863113,21.516565322875977,4111600,0.0,0,RIO
2016-09-15,21.28238238064856,21.71526888751788,21.225610490694276,21.63720703125,4211100,0.0,0,RIO
2016-09-16,21.28947868844072,21.452697700200435,21.140452987324963,21.21851348876953,3812200,0.0,0,RIO
2016-09-19,21.963647197025992,22.034611046838446,21.786234865397507,21.85719871520996,3292600,0.0,0,RIO
2016-09-20,21.928164116949898,21.99912932095303,21.779138406737133,21.935260772705078,2157200,0.0,0,RIO
2016-09-21,22.183640340759375,22.779744589729923,22.183640340759375,22.737167358398438,3383700,0.0,0,RIO
2016-09-22,23.461006291553158,23.524874835364265,23.05650641644855,23.077795028686523,4703600,0.0,0,RIO
2016-09-23,23.00682636490529,23.24810720748485,22.942960534051842,22.999731063842773,3075200,0.0,0,RIO
2016-09-26,22.999733295114027,23.084890451610235,22.81522567152271,22.829416275024414,2134300,0.0,0,RIO
2016-09-27,22.502979852731205,22.935866381940112,22.432016001787648,22.871997833251953,2094900,0.0,0,RIO
2016-09-28,23.35455894993139,23.964857796621054,23.184241922467898,23.94356918334961,7921100,0.0,0,RIO
2016-09-29,23.92937542459541,24.369357235592783,23.766156409339885,23.91518211364746,5105900,0.0,0,RIO
2016-09-30,23.97905046747731,24.03582100371755,23.624225817909778,23.702287673950195,3756800,0.0,0,RIO
2016-10-03,23.70938175846929,23.858407453932646,23.56745136451019,23.81583023071289,2107700,0.0,0,RIO
2016-10-04,24.241620578025124,24.241620578025124,23.375847544385806,23.489391326904297,3784500,0.0,0,RIO
2016-10-05,23.82292811837348,24.09969092773498,23.652613792811355,23.92937660217285,2184100,0.0,0,RIO
2016-10-06,23.631322629658538,23.78034834229529,23.489392219343692,23.546165466308594,1929100,0.0,0,RIO
2016-10-07,23.900987006050197,23.92937362581226,23.39003867872132,23.53196907043457,6391300,0.0,0,RIO
2016-10-10,23.716476611221086,24.08549454569351,23.702286008481078,23.92227554321289,3039800,0.0,0,RIO
2016-10-11,23.943569705564133,23.964858319299886,22.978446178781837,23.120376586914062,3884900,0.0,0,RIO
2016-10-12,23.397137909351834,23.702287319990727,23.219725587217464,23.283594131469727,5021200,0.0,0,RIO
2016-10-13,22.190734169605484,22.722971150211986,22.169444203103716,22.573944091796875,4797200,0.0,0,RIO
2016-10-14,22.77264841889655,22.971349376463664,22.53846418065763,22.545560836791992,2556400,0.0,0,RIO
2016-10-17,22.47459362188589,22.68748787270904,22.47459362188589,22.573944091796875,2891600,0.0,0,RIO
2016-10-18,23.212628637187315,23.21972664637089,22.900383910542963,23.099084854125977,2744500,0.0,0,RIO
2016-10-19,22.886190353984507,23.19843507728229,22.77974187415031,23.148759841918945,4149600,0.0,0,RIO
2016-10-20,22.879095825271946,23.12747201048362,22.630716932962887,23.0068302154541,3467600,0.0,0,RIO
2016-10-21,23.12746904496049,23.531968898779517,23.042311893392544,23.326169967651367,3523900,0.0,0,RIO
2016-10-24,23.61712768707286,23.666802921188197,23.304882971619705,23.503583908081055,2908900,0.0,0,RIO
2016-10-25,24.13517208971706,24.44741952186444,24.11388347646967,24.213233947753906,4359300,0.0,0,RIO
2016-10-26,24.184850958403366,24.461613769604888,24.078402473896283,24.277103424072266,2911900,0.0,0,RIO
2016-10-27,24.447417033923536,24.539672193769213,24.199038173892415,24.298391342163086,2672200,0.0,0,RIO
2016-10-28,24.482899925672506,24.70998747653126,24.41193608119057,24.504188537597656,3112700,0.0,0,RIO
2016-10-31,24.653214512724716,24.83772211445231,24.582247968139583,24.731273651123047,2089800,0.0,0,RIO
2016-11-01,25.064814721117784,25.100296647050627,24.489997775454974,24.610639572143555,4180600,0.0,0,RIO
2016-11-02,24.788049542097202,24.92997993937423,24.426126893685915,24.447418212890625,4922400,0.0,0,RIO
2016-11-03,24.59644602893239,24.802244987343002,24.447420317158116,24.525482177734375,2420200,0.0,0,RIO
2016-11-04,24.16355681159219,24.36226044562947,24.0642063481221,24.078399658203125,3161200,0.0,0,RIO
2016-11-07,24.91578556392515,25.043522645304712,24.759661862884126,25.03642463684082,2985100,0.0,0,RIO
2016-11-08,24.993848230755358,25.476409952372798,24.89449776579244,25.34867286682129,3861200,0.0,0,RIO
2016-11-09,26.50540318776626,27.300212440305614,26.462825957624982,27.136993408203125,8236500,0.0,0,RIO
2016-11-10,28.201464770716573,28.520804794540943,27.718903023345476,27.882122039794922,10019700,0.0,0,RIO
2016-11-11,27.647937207826875,27.782772312877672,27.179568758976018,27.733097076416016,4362300,0.0,0,RIO
2016-11-14,27.605359149648542,28.137596130371094,27.576972527639995,28.137596130371094,5194700,0.0,0,RIO
2016-11-15,26.60475430978532,27.07312275467073,26.413148667728017,27.058929443359375,4841800,0.0,0,RIO
2016-11-16,26.583464616743395,26.697008407088205,26.28541318224983,26.512500762939453,3938600,0.0,0,RIO
2016-11-17,26.66862370116485,26.952481815083708,26.484113355375047,26.654430389404297,2997400,0.0,0,RIO
2016-11-18,25.966069729067495,26.15057736826449,25.72478884267301,25.93768310546875,3356700,0.0,0,RIO
2016-11-21,26.413151712791354,26.654432618706018,26.33508984512813,26.618947982788086,3166100,0.0,0,RIO
2016-11-22,27.179569754452345,27.733098092165818,27.002157415706446,27.67632484436035,4598100,0.0,0,RIO
2016-11-23,26.945384258847326,27.967278256252037,26.931190948274,27.95308494567871,6764300,0.0,0,RIO
2016-11-25,27.7543816703112,27.974371197895056,27.541487443866806,27.92469596862793,2818100,0.0,0,RIO
2016-11-28,27.676321879604288,28.13759499376989,27.61954863788051,27.995664596557617,5484100,0.0,0,RIO
2016-11-29,27.293113478496508,27.56278099074058,27.12279914967732,27.207956314086914,4229600,0.0,0,RIO
2016-11-30,26.938292982167056,27.122803358634126,26.725398684557092,26.90281105041504,3387400,0.0,0,RIO
2016-12-01,26.931191646122006,27.40665538071139,26.87441840235758,27.215049743652344,2885100,0.0,0,RIO
2016-12-02,26.966672920215245,27.704708828787624,26.92409298841781,27.690515518188477,2444100,0.0,0,RIO
2016-12-05,27.903411778350712,28.144692661768694,27.74728805758102,28.0240535736084,2676700,0.0,0,RIO
2016-12-06,27.40665515398686,27.853734970092773,27.335691306965646,27.853734970092773,2634500,0.0,0,RIO
2016-12-07,28.833048513350498,29.50721581252512,28.79046858567422,29.471731185913086,5568600,0.0,0,RIO
2016-12-08,30.223964589122332,30.238157900346792,29.599472430732693,29.89042854309082,9437100,0.0,0,RIO
2016-12-09,29.521412188747238,29.542703510298217,29.003368482631195,29.202072143554688,3853500,0.0,0,RIO
2016-12-12,29.50011849773035,29.776881266388823,29.393670029586172,29.450443267822266,3032400,0.0,0,RIO
2016-12-13,29.336901248488722,29.500120257508545,28.676927203657993,28.9749813079834,3303800,0.0,0,RIO
2016-12-14,28.868535188023298,29.180779921124103,28.371780111696772,28.41436004638672,2975800,0.0,0,RIO
2016-12-15,27.49891032079223,27.91760351525076,27.342786608828874,27.853734970092773,4518300,0.0,0,RIO
2016-12-16,27.605355590367335,27.86082703421338,27.48471381593452,27.50600242614746,3672800,0.0,0,RIO
2016-12-19,27.066021416147372,27.328590875366157,26.98795956708576,27.09440803527832,2808100,0.0,0,RIO
2016-12-20,27.385367714087078,27.747287680750187,27.328594468360983,27.733097076416016,2468000,0.0,0,RIO
2016-12-21,27.640840777035866,27.697611313346567,27.527296997317226,27.59116554260254,1943900,0.0,0,RIO
2016-12-22,27.278915645435493,27.427944042324476,27.04473280534766,27.09440803527832,1961800,0.0,0,RIO
2016-12-23,27.03764079373188,27.165377901055145,26.93829031183548,27.051834106445312,999800,0.0,0,RIO
2016-12-27,27.12989258510297,27.293111600279797,27.122797283181047,27.215049743652344,868100,0.0,0,RIO
2016-12-28,27.995662331547834,28.016950941923294,27.548582563984493,27.584064483642578,1923900,0.0,0,RIO
2016-12-29,27.69051719277549,27.704710504232978,27.498911548745454,27.60536003112793,1766800,0.0,0,RIO
2016-12-30,27.924699253640007,28.03824303490724,27.250534575108052,27.29311180114746,2868600,0.0,0,RIO
2017-01-03,27.562778709946652,27.74019103359278,27.498910165150154,27.64793586730957,2426000,0.0,0,RIO
2017-01-04,27.356983229626262,27.83954502762886,27.32859660454433,27.82535171508789,3119700,0.0,0,RIO
2017-01-05,27.3498843761387,27.953085191781135,27.3498843761387,27.903409957885742,3898100,0.0,0,RIO
2017-01-06,27.54858430714854,27.6834166932197,27.22924159582514,27.24343490600586,3582600,0.0,0,RIO
2017-01-09,27.222150802612305,27.477625013980752,27.151184239955757,27.222150802612305,4089800,0.0,0,RIO
2017-01-10,28.762086959410933,29.102718318653185,28.627254559012147,29.095623016357422,5717800,0.0,0,RIO
2017-01-11,29.315613911775806,29.64205194401682,29.124008273608965,29.592376708984375,4782600,0.0,0,RIO
2017-01-12,30.42266669458729,30.42266669458729,29.76269258646609,29.89752769470215,5007800,0.0,0,RIO
2017-01-13,29.620765856428598,29.98268584353535,29.40077357745939,29.833660125732422,3089700,0.0,0,RIO
2017-01-17,30.309124304454638,30.51492327391234,30.1175186474179,30.131711959838867,3514200,0.0,0,RIO
2017-01-18,30.472339952663777,30.905226458589354,30.394280803663325,30.74910545349121,4121200,0.0,0,RIO
2017-01-19,30.600076472561973,30.685236336042685,30.30202507167107,30.522014617919922,1832700,0.0,0,RIO
2017-01-20,30.067839715515074,30.571692769750744,30.06074441372458,30.46524429321289,2422700,0.0,0,RIO
2017-01-23,30.919421811536274,31.132316074074357,30.834264647940525,31.089738845825195,2830700,0.0,0,RIO
2017-01-24,32.232269411206325,32.58709405575292,32.15421026336772,32.430973052978516,5937300,0.0,0,RIO
2017-01-25,31.98389486414925,32.672255575734255,31.891639693903436,32.615482330322266,5233300,0.0,0,RIO
2017-01-26,31.969699867516784,32.14711218943097,31.65745515550281,31.834867477416992,3439900,0.0,0,RIO
2017-01-27,31.941313431827822,32.21098092069088,31.834867662319375,32.182594299316406,2939000,0.0,0,RIO
2017-01-30,31.64326172777114,31.8135787473011,31.323919008088208,31.501331329345703,2872600,0.0,0,RIO
2017-01-31,31.998088656271662,32.01937727007235,31.472946956709894,31.785194396972656,2654900,0.0,0,RIO
2017-02-01,32.012284697265464,32.33872276982982,31.813583732591095,32.24646759033203,3194100,0.0,0,RIO
2017-02-02,31.71422980171396,31.83487160394408,31.487142216795835,31.657459259033203,3291200,0.0,0,RIO
2017-02-03,30.69942628689291,30.763294829597076,30.266542505339256,30.280733108520508,5409600,0.0,0,RIO
2017-02-06,30.131711400388802,30.387185605027774,30.053649537071617,30.35879898071289,7227500,0.0,0,RIO
2017-02-07,30.607173714869678,30.827163255609072,30.47233862128398,30.529111862182617,5102700,0.0,0,RIO
2017-02-08,30.323315826500654,30.60717664396495,30.117516869193906,30.472341537475586,3627700,0.0,0,RIO
2017-02-09,30.266540742515442,30.649749269323976,30.096223736191778,30.614267349243164,4377800,0.0,0,RIO
2017-02-10,31.28844081359883,32.22517776489258,31.26715219878227,32.22517776489258,5837100,0.0,0,RIO
2017-02-13,32.70064457264429,33.43158256426012,32.6864512602608,33.10514450073242,10257300,0.0,0,RIO
2017-02-14,32.714836753349175,32.88515380305534,32.43097861330245,32.821285247802734,3547900,0.0,0,RIO
2017-02-15,32.72902489707677,32.89224391092121,32.53032395971783,32.59419250488281,2168600,0.0,0,RIO
2017-02-16,32.771604054022475,32.85676120986148,32.57999842306183,32.736122131347656,2409500,0.0,0,RIO
2017-02-17,32.1400177219408,32.28904342651367,32.01937593221709,32.28904342651367,2245600,0.0,0,RIO
2017-02-21,32.63677283897112,32.81418516582396,32.55871098202031,32.75031661987305,3233300,0.0,0,RIO
2017-02-22,32.07038615047867,32.5008122905242,32.04850097176779,32.34761047363281,2902800,1.258,0,RIO
2017-02-23,32.45704096008024,32.51540236254552,30.961490712632244,31.012557983398438,10057400,0.0,0,RIO
2017-02-24,30.28302243101458,30.79369792277499,30.093344393881733,30.414339065551758,6574600,0.0,0,RIO
2017-02-27,30.42163146681846,30.932306882814178,30.38515524773815,30.51647186279297,4609200,0.0,0,RIO
2017-02-28,30.195479032399927,30.414339163010684,30.16629693952981,30.290319442749023,2896500,0.0,0,RIO
