date,open,high,low,close,volume,dividends,splits,ticker
2016-07-13,74.19327214296699,74.48724729262541,73.84742833849506,74.26244354248047,7572100,0.0,0,PG
2016-07-14,74.7379823409284,75.12705988629281,74.22785155839023,74.24514770507812,11342600,0.0,0,PG
2016-07-15,74.57372621890462,74.7725923913034,74.17600047065639,74.36621856689453,8491300,0.0,0,PG
2016-07-18,74.37485573796978,74.40079996494875,74.09817668580122,74.29704284667969,4781300,0.0,0,PG
2016-07-19,74.0722205371328,74.51317993384919,73.97711151830089,74.50453186035156,6078200,0.0,0,PG
2016-07-20,74.3999837964632,74.70497851733366,74.18213422340796,74.34770202636719,6289000,0.67,0,PG
2016-07-21,74.08627741573247,74.39127212646059,73.96428219073768,74.29541778564453,5407000,0.0,0,PG
2016-07-22,74.50455747732276,74.92283160242178,74.46098490137268,74.6962661743164,6165600,0.0,0,PG
2016-07-25,74.530679480028,74.76596069335938,74.19955059072605,74.76596069335938,5605300,0.0,0,PG
2016-07-26,74.66139938438424,75.0099600002997,74.21698443288602,74.30412292480469,5379300,0.0,0,PG
2016-07-27,74.27799440617726,74.33028282862487,73.47630950989385,73.59830474853516,7744700,0.0,0,PG
2016-07-28,73.56343738581656,74.0514249181056,73.54601234634667,73.90328216552734,5911600,0.0,0,PG
2016-07-29,73.97299357731016,74.75725329661849,73.89457092949971,74.58296966552734,7520900,0.0,0,PG
2016-08-01,74.4522510726007,75.44564431177955,74.4348193886912,75.2975082397461,10420600,0.0,0,PG
2016-08-02,75.82906728674662,75.94235330589956,75.14937776479127,75.60250854492188,13083200,0.0,0,PG
2016-08-03,75.38466412702141,75.56765696090234,74.4696933093758,74.91410827636719,8192100,0.0,0,PG
2016-08-04,75.0448309337031,75.40210081267782,74.76598371782939,74.98383331298828,5564100,0.0,0,PG
2016-08-05,75.00994961465656,75.32365346072194,74.53067800310117,74.74852752685547,6729700,0.0,0,PG
2016-08-08,74.60041379487106,74.85312011591991,74.18213965873184,74.73112487792969,5388200,0.0,0,PG
2016-08-09,74.81824681624462,75.23651421152148,74.66139488095571,74.93152618408203,4158800,0.0,0,PG
2016-08-10,75.16682225577881,75.65480319605294,74.94025682711938,75.21038818359375,5981400,0.0,0,PG
2016-08-11,75.55019982797673,75.81162187304135,75.28878443115089,75.57634735107422,7387100,0.0,0,PG
2016-08-12,75.7419187906746,76.2037587049212,75.6199235925053,75.84648895263672,8063400,0.0,0,PG
2016-08-15,76.26475481343319,76.30832737545904,75.80291490821311,75.82905578613281,6871200,0.0,0,PG
2016-08-16,75.79420875884833,76.1601943609038,75.34979387164391,75.44564819335938,8071100,0.0,0,PG
2016-08-17,75.33237944457922,75.90750550662642,74.91411198876429,75.77679443359375,6762100,0.0,0,PG
2016-08-18,75.75936163001167,76.21248576875333,75.75936163001167,76.19506072998047,7082800,0.0,0,PG
2016-08-19,75.9859099005526,76.16890934776467,75.85520550717217,76.0817642211914,6199900,0.0,0,PG
2016-08-22,75.9336220531871,75.99461964795242,75.44564129506448,75.68091583251953,5921100,0.0,0,PG
2016-08-23,75.92491318965428,76.24733287632621,75.84649055270802,76.16019439697266,5420100,0.0,0,PG
