,stock_1,stock_2,stock_1_weight,stock_2_weight,portfolio_return,portfolio_risk
0,pg,ugi,0.05,0.95,0.02068,31.22178
0,pg,ugi,0.06,0.94,0.02072,30.06263
0,pg,ugi,0.07,0.9299999999999999,0.02076,29.04413
0,pg,ugi,0.08,0.92,0.0208,28.16629
0,pg,ugi,0.09,0.91,0.02084,27.4291
0,pg,ugi,0.1,0.9,0.02087,26.83257
0,pg,ugi,0.11,0.89,0.02091,26.3767
0,pg,ugi,0.12,0.88,0.02095,26.06148
0,pg,ugi,0.13,0.87,0.02099,25.88691
0,pg,ugi,0.14,0.86,0.02103,25.853
0,pg,ugi,0.15,0.85,0.02107,25.95974
0,pg,ugi,0.16,0.84,0.0211,26.20714
0,pg,ugi,0.17,0.83,0.02114,26.59519
0,pg,ugi,0.18,0.8200000000000001,0.02118,27.1239
0,pg,ugi,0.19,0.81,0.02122,27.79326
0,pg,ugi,0.2,0.8,0.02126,28.60328
0,pg,ugi,0.21,0.79,0.0213,29.55395
0,pg,ugi,0.22,0.78,0.02133,30.64528
0,pg,ugi,0.23,0.77,0.02137,31.87726
0,pg,ugi,0.24,0.76,0.02141,33.2499
0,pg,ugi,0.25,0.75,0.02145,34.76319
0,pg,ugi,0.26,0.74,0.02149,36.41713
0,pg,ugi,0.27,0.73,0.02153,38.21173
0,pg,ugi,0.28,0.72,0.02156,40.14699
0,pg,ugi,0.29,0.71,0.0216,42.2229
0,pg,ugi,0.3,0.7,0.02164,44.43947
0,pg,ugi,0.31,0.69,0.02168,46.79669
0,pg,ugi,0.32,0.6799999999999999,0.02172,49.29456
0,pg,ugi,0.33,0.6699999999999999,0.02175,51.93309
0,pg,ugi,0.34,0.6599999999999999,0.02179,54.71228
0,pg,ugi,0.35000000000000003,0.6499999999999999,0.02183,57.63212
0,pg,ugi,0.36,0.64,0.02187,60.69261
0,pg,ugi,0.37,0.63,0.02191,63.89376
0,pg,ugi,0.38,0.62,0.02195,67.23557
0,pg,ugi,0.39,0.61,0.02198,70.71802
0,pg,ugi,0.4,0.6,0.02202,74.34114
0,pg,ugi,0.41000000000000003,0.59,0.02206,78.10491
0,pg,ugi,0.42,0.5800000000000001,0.0221,82.00933
0,pg,ugi,0.43,0.5700000000000001,0.02214,86.05441
0,pg,ugi,0.44,0.56,0.02218,90.24014
0,pg,ugi,0.45,0.55,0.02221,94.56653
0,pg,ugi,0.46,0.54,0.02225,99.03357
0,pg,ugi,0.47000000000000003,0.53,0.02229,103.64127
0,pg,ugi,0.48,0.52,0.02233,108.38962
0,pg,ugi,0.49,0.51,0.02237,113.27863
0,pg,ugi,0.5,0.5,0.02241,118.30829
0,pg,ugi,0.51,0.49,0.02244,123.47861
0,pg,ugi,0.52,0.48,0.02248,128.78958
0,pg,ugi,0.53,0.47,0.02252,134.24121
0,pg,ugi,0.54,0.45999999999999996,0.02256,139.83349
0,pg,ugi,0.55,0.44999999999999996,0.0226,145.56643
0,pg,ugi,0.56,0.43999999999999995,0.02263,151.44002
0,pg,ugi,0.5700000000000001,0.42999999999999994,0.02267,157.45426
0,pg,ugi,0.58,0.42000000000000004,0.02271,163.60917
0,pg,ugi,0.59,0.41000000000000003,0.02275,169.90472
0,pg,ugi,0.6,0.4,0.02279,176.34093
0,pg,ugi,0.61,0.39,0.02283,182.9178
0,pg,ugi,0.62,0.38,0.02286,189.63532
0,pg,ugi,0.63,0.37,0.0229,196.49349
0,pg,ugi,0.64,0.36,0.02294,203.49232
0,pg,ugi,0.65,0.35,0.02298,210.63181
0,pg,ugi,0.66,0.33999999999999997,0.02302,217.91195
0,pg,ugi,0.67,0.32999999999999996,0.02306,225.33274
0,pg,ugi,0.68,0.31999999999999995,0.02309,232.89419
0,pg,ugi,0.6900000000000001,0.30999999999999994,0.02313,240.59629
0,pg,ugi,0.7000000000000001,0.29999999999999993,0.02317,248.43905
0,pg,ugi,0.71,0.29000000000000004,0.02321,256.42247
0,pg,ugi,0.72,0.28,0.02325,264.54654
0,pg,ugi,0.73,0.27,0.02329,272.81126
0,pg,ugi,0.74,0.26,0.02332,281.21664
0,pg,ugi,0.75,0.25,0.02336,289.76267
0,pg,ugi,0.76,0.24,0.0234,298.44936
0,pg,ugi,0.77,0.22999999999999998,0.02344,307.2767
0,pg,ugi,0.78,0.21999999999999997,0.02348,316.2447
0,pg,ugi,0.79,0.20999999999999996,0.02352,325.35335
0,pg,ugi,0.8,0.19999999999999996,0.02355,334.60266
0,pg,ugi,0.81,0.18999999999999995,0.02359,343.99262
0,pg,ugi,0.8200000000000001,0.17999999999999994,0.02363,353.52324
0,pg,ugi,0.8300000000000001,0.16999999999999993,0.02367,363.19451
0,pg,ugi,0.84,0.16000000000000003,0.02371,373.00644
0,pg,ugi,0.85,0.15000000000000002,0.02374,382.95902
0,pg,ugi,0.86,0.14,0.02378,393.05225
0,pg,ugi,0.87,0.13,0.02382,403.28614
0,pg,ugi,0.88,0.12,0.02386,413.66069
0,pg,ugi,0.89,0.10999999999999999,0.0239,424.17589
0,pg,ugi,0.9,0.09999999999999998,0.02394,434.83175
0,pg,ugi,0.91,0.08999999999999997,0.02397,445.62826
0,pg,ugi,0.92,0.07999999999999996,0.02401,456.56542
0,pg,ugi,0.93,0.06999999999999995,0.02405,467.64324
0,pg,ugi,0.9400000000000001,0.05999999999999994,0.02409,478.86172
0,pg,ugi,0.9500000000000001,0.04999999999999993,0.02413,490.22085
0,pg,ugi,0.96,0.040000000000000036,0.02417,501.72063
0,pg,ugi,0.97,0.030000000000000027,0.0242,513.36107
0,pg,ugi,0.98,0.020000000000000018,0.02424,525.14216
0,pg,ugi,0.99,0.010000000000000009,0.02428,537.06391
0,pg,ugi,1.0,0.0,0.02432,549.12632
0,rio,ugi,0.0,1.0,0.02049,39.12735
0,rio,ugi,0.01,0.99,0.02052,38.09044
0,rio,ugi,0.02,0.98,0.02055,37.12041
0,rio,ugi,0.03,0.97,0.02058,36.21726
0,rio,ugi,0.04,0.96,0.02061,35.38098
0,rio,ugi,0.05,0.95,0.02064,34.61159
0,rio,ugi,0.06,0.94,0.02068,33.90907
0,rio,ugi,0.07,0.9299999999999999,0.02071,33.27344
0,rio,ugi,0.08,0.92,0.02074,32.70468
0,rio,ugi,0.09,0.91,0.02077,32.2028
0,rio,ugi,0.1,0.9,0.0208,31.7678
0,rio,ugi,0.11,0.89,0.02083,31.39968
0,rio,ugi,0.12,0.88,0.02086,31.09844
0,rio,ugi,0.13,0.87,0.02089,30.86408
0,rio,ugi,0.14,0.86,0.02092,30.69659
0,rio,ugi,0.15,0.85,0.02095,30.59599
0,rio,ugi,0.16,0.84,0.02098,30.56226
0,rio,ugi,0.17,0.83,0.02101,30.59542
0,rio,ugi,0.18,0.8200000000000001,0.02104,30.69545
0,rio,ugi,0.19,0.81,0.02107,30.86236
0,rio,ugi,0.2,0.8,0.0211,31.09615
0,rio,ugi,0.21,0.79,0.02113,31.39682
0,rio,ugi,0.22,0.78,0.02117,31.76437
0,rio,ugi,0.23,0.77,0.0212,32.1988
0,rio,ugi,0.24,0.76,0.02123,32.7001
0,rio,ugi,0.25,0.75,0.02126,33.26829
0,rio,ugi,0.26,0.74,0.02129,33.90335
0,rio,ugi,0.27,0.73,0.02132,34.6053
0,rio,ugi,0.28,0.72,0.02135,35.37412
0,rio,ugi,0.29,0.71,0.02138,36.20982
0,rio,ugi,0.3,0.7,0.02141,37.1124
0,rio,ugi,0.31,0.69,0.02144,38.08186
0,rio,ugi,0.32,0.6799999999999999,0.02147,39.1182
0,rio,ugi,0.33,0.6699999999999999,0.0215,40.22141
0,rio,ugi,0.34,0.6599999999999999,0.02153,41.39151
0,rio,ugi,0.35000000000000003,0.6499999999999999,0.02156,42.62848
0,rio,ugi,0.36,0.64,0.02159,43.93234
0,rio,ugi,0.37,0.63,0.02163,45.30307
0,rio,ugi,0.38,0.62,0.02166,46.74068
0,rio,ugi,0.39,0.61,0.02169,48.24517
0,rio,ugi,0.4,0.6,0.02172,49.81654
0,rio,ugi,0.41000000000000003,0.59,0.02175,51.45479
0,rio,ugi,0.42,0.5800000000000001,0.02178,53.15992
0,rio,ugi,0.43,0.5700000000000001,0.02181,54.93192
0,rio,ugi,0.44,0.56,0.02184,56.77081
0,rio,ugi,0.45,0.55,0.02187,58.67657
0,rio,ugi,0.46,0.54,0.0219,60.64922
0,rio,ugi,0.47000000000000003,0.53,0.02193,62.68874
0,rio,ugi,0.48,0.52,0.02196,64.79514
0,rio,ugi,0.49,0.51,0.02199,66.96842
0,rio,ugi,0.5,0.5,0.02202,69.20858
0,rio,ugi,0.51,0.49,0.02205,71.51562
0,rio,ugi,0.52,0.48,0.02208,73.88954
0,rio,ugi,0.53,0.47,0.02212,76.33033
0,rio,ugi,0.54,0.45999999999999996,0.02215,78.83801
0,rio,ugi,0.55,0.44999999999999996,0.02218,81.41256
0,rio,ugi,0.56,0.43999999999999995,0.02221,84.054
0,rio,ugi,0.5700000000000001,0.42999999999999994,0.02224,86.76231
0,rio,ugi,0.58,0.42000000000000004,0.02227,89.5375
0,rio,ugi,0.59,0.41000000000000003,0.0223,92.37957
0,rio,ugi,0.6,0.4,0.02233,95.28852
0,rio,ugi,0.61,0.39,0.02236,98.26435
0,rio,ugi,0.62,0.38,0.02239,101.30705
0,rio,ugi,0.63,0.37,0.02242,104.41664
0,rio,ugi,0.64,0.36,0.02245,107.59311
0,rio,ugi,0.65,0.35,0.02248,110.83645
0,rio,ugi,0.66,0.33999999999999997,0.02251,114.14667
0,rio,ugi,0.67,0.32999999999999996,0.02254,117.52377
0,rio,ugi,0.68,0.31999999999999995,0.02257,120.96776
0,rio,ugi,0.6900000000000001,0.30999999999999994,0.02261,124.47862
0,rio,ugi,0.7000000000000001,0.29999999999999993,0.02264,128.05635
0,rio,ugi,0.71,0.29000000000000004,0.02267,131.70097
0,rio,ugi,0.72,0.28,0.0227,135.41247
0,rio,ugi,0.73,0.27,0.02273,139.19084
0,rio,ugi,0.74,0.26,0.02276,143.0361
0,rio,ugi,0.75,0.25,0.02279,146.94823
0,rio,ugi,0.76,0.24,0.02282,150.92725
0,rio,ugi,0.77,0.22999999999999998,0.02285,154.97314
0,rio,ugi,0.78,0.21999999999999997,0.02288,159.08591
0,rio,ugi,0.79,0.20999999999999996,0.02291,163.26556
0,rio,ugi,0.8,0.19999999999999996,0.02294,167.51209
0,rio,ugi,0.81,0.18999999999999995,0.02297,171.82549
0,rio,ugi,0.8200000000000001,0.17999999999999994,0.023,176.20578
0,rio,ugi,0.8300000000000001,0.16999999999999993,0.02303,180.65295
0,rio,ugi,0.84,0.16000000000000003,0.02306,185.16699
0,rio,ugi,0.85,0.15000000000000002,0.0231,189.74791
0,rio,ugi,0.86,0.14,0.02313,194.39572
0,rio,ugi,0.87,0.13,0.02316,199.1104
0,rio,ugi,0.88,0.12,0.02319,203.89196
0,rio,ugi,0.89,0.10999999999999999,0.02322,208.7404
0,rio,ugi,0.9,0.09999999999999998,0.02325,213.65571
0,rio,ugi,0.91,0.08999999999999997,0.02328,218.63791
0,rio,ugi,0.92,0.07999999999999996,0.02331,223.68699
0,rio,ugi,0.93,0.06999999999999995,0.02334,228.80294
0,rio,ugi,0.9400000000000001,0.05999999999999994,0.02337,233.98578
0,rio,ugi,0.9500000000000001,0.04999999999999993,0.0234,239.23549
0,rio,ugi,0.96,0.040000000000000036,0.02343,244.55208
0,rio,ugi,0.97,0.030000000000000027,0.02346,249.93555
0,rio,ugi,0.98,0.020000000000000018,0.02349,255.3859
0,rio,ugi,0.99,0.010000000000000009,0.02352,260.90313
0,rio,ugi,1.0,0.0,0.02356,266.48724
