,stock_1,stock_2,stock_1_weight,stock_2_weight,portfolio_return,portfolio_risk
0,amzn,bp,0.0,1.0,0.02041,35.77427
0,amzn,bp,0.01,0.99,0.02183,67.63713
0,amzn,bp,0.02,0.98,0.02325,240.14041
0,amzn,bp,0.03,0.97,0.02467,553.28409
0,amzn,bp,0.04,0.96,0.0261,1007.06819
0,amzn,bp,0.05,0.95,0.02752,1601.49271
0,amzn,bp,0.06,0.94,0.02894,2336.55763
0,amzn,bp,0.07,0.9299999999999999,0.03036,3212.26297
0,amzn,bp,0.08,0.92,0.03179,4228.60872
0,amzn,bp,0.09,0.91,0.03321,5385.59489
0,amzn,bp,0.1,0.9,0.03463,6683.22147
0,amzn,bp,0.11,0.89,0.03606,8121.48846
0,amzn,bp,0.12,0.88,0.03748,9700.39586
0,amzn,bp,0.13,0.87,0.0389,11419.94368
0,amzn,bp,0.14,0.86,0.04032,13280.13191
0,amzn,bp,0.15,0.85,0.04175,15280.96056
0,amzn,bp,0.16,0.84,0.04317,17422.42961
0,amzn,bp,0.17,0.83,0.04459,19704.53908
0,amzn,bp,0.18,0.8200000000000001,0.04601,22127.28897
0,amzn,bp,0.19,0.81,0.04744,24690.67926
0,amzn,bp,0.2,0.8,0.04886,27394.70997
0,amzn,bp,0.21,0.79,0.05028,30239.38109
0,amzn,bp,0.22,0.78,0.05171,33224.69263
0,amzn,bp,0.23,0.77,0.05313,36350.64458
0,amzn,bp,0.24,0.76,0.05455,39617.23694
0,amzn,bp,0.25,0.75,0.05597,43024.46972
0,amzn,bp,0.26,0.74,0.0574,46572.3429
0,amzn,bp,0.27,0.73,0.05882,50260.8565
0,amzn,bp,0.28,0.72,0.06024,54090.01052
0,amzn,bp,0.29,0.71,0.06166,58059.80495
0,amzn,bp,0.3,0.7,0.06309,62170.23979
0,amzn,bp,0.31,0.69,0.06451,66421.31504
0,amzn,bp,0.32,0.6799999999999999,0.06593,70813.03071
0,amzn,bp,0.33,0.6699999999999999,0.06736,75345.38679
0,amzn,bp,0.34,0.6599999999999999,0.06878,80018.38328
0,amzn,bp,0.35000000000000003,0.6499999999999999,0.0702,84832.02018
0,amzn,bp,0.36,0.64,0.07162,89786.2975
0,amzn,bp,0.37,0.63,0.07305,94881.21524
0,amzn,bp,0.38,0.62,0.07447,100116.77338
0,amzn,bp,0.39,0.61,0.07589,105492.97194
0,amzn,bp,0.4,0.6,0.07732,111009.81091
0,amzn,bp,0.41000000000000003,0.59,0.07874,116667.2903
0,amzn,bp,0.42,0.5800000000000001,0.08016,122465.41009
0,amzn,bp,0.43,0.5700000000000001,0.08158,128404.1703
0,amzn,bp,0.44,0.56,0.08301,134483.57093
0,amzn,bp,0.45,0.55,0.08443,140703.61196
0,amzn,bp,0.46,0.54,0.08585,147064.29341
0,amzn,bp,0.47000000000000003,0.53,0.08727,153565.61528
0,amzn,bp,0.48,0.52,0.0887,160207.57755
0,amzn,bp,0.49,0.51,0.09012,166990.18024
0,amzn,bp,0.5,0.5,0.09154,173913.42334
0,amzn,bp,0.51,0.49,0.09297,180977.30686
0,amzn,bp,0.52,0.48,0.09439,188181.83079
0,amzn,bp,0.53,0.47,0.09581,195526.99513
0,amzn,bp,0.54,0.45999999999999996,0.09723,203012.79988
0,amzn,bp,0.55,0.44999999999999996,0.09866,210639.24505
0,amzn,bp,0.56,0.43999999999999995,0.10008,218406.33063
0,amzn,bp,0.5700000000000001,0.42999999999999994,0.1015,226314.05663
0,amzn,bp,0.58,0.42000000000000004,0.10292,234362.42303
0,amzn,bp,0.59,0.41000000000000003,0.10435,242551.42985
0,amzn,bp,0.6,0.4,0.10577,250881.07709
0,amzn,bp,0.61,0.39,0.10719,259351.36473
0,amzn,bp,0.62,0.38,0.10862,267962.29279
0,amzn,bp,0.63,0.37,0.11004,276713.86127
0,amzn,bp,0.64,0.36,0.11146,285606.07015
0,amzn,bp,0.65,0.35,0.11288,294638.91945
0,amzn,bp,0.66,0.33999999999999997,0.11431,303812.40916
0,amzn,bp,0.67,0.32999999999999996,0.11573,313126.53929
0,amzn,bp,0.68,0.31999999999999995,0.11715,322581.30982
0,amzn,bp,0.6900000000000001,0.30999999999999994,0.11857,332176.72078
0,amzn,bp,0.7000000000000001,0.29999999999999993,0.12,341912.77214
0,amzn,bp,0.71,0.29000000000000004,0.12142,351789.46392
0,amzn,bp,0.72,0.28,0.12284,361806.79611
0,amzn,bp,0.73,0.27,0.12427,371964.76871
0,amzn,bp,0.74,0.26,0.12569,382263.38173
0,amzn,bp,0.75,0.25,0.12711,392702.63516
0,amzn,bp,0.76,0.24,0.12853,403282.529
0,amzn,bp,0.77,0.22999999999999998,0.12996,414003.06326
0,amzn,bp,0.78,0.21999999999999997,0.13138,424864.23793
0,amzn,bp,0.79,0.20999999999999996,0.1328,435866.05301
0,amzn,bp,0.8,0.19999999999999996,0.13422,447008.5085
0,amzn,bp,0.81,0.18999999999999995,0.13565,458291.60441
0,amzn,bp,0.8200000000000001,0.17999999999999994,0.13707,469715.34073
0,amzn,bp,0.8300000000000001,0.16999999999999993,0.13849,481279.71747
0,amzn,bp,0.84,0.16000000000000003,0.13992,492984.73461
0,amzn,bp,0.85,0.15000000000000002,0.14134,504830.39217
0,amzn,bp,0.86,0.14,0.14276,516816.69015
0,amzn,bp,0.87,0.13,0.14418,528943.62854
0,amzn,bp,0.88,0.12,0.14561,541211.20734
0,amzn,bp,0.89,0.10999999999999999,0.14703,553619.42655
0,amzn,bp,0.9,0.09999999999999998,0.14845,566168.28617
0,amzn,bp,0.91,0.08999999999999997,0.14988,578857.78621
0,amzn,bp,0.92,0.07999999999999996,0.1513,591687.92667
0,amzn,bp,0.93,0.06999999999999995,0.15272,604658.70753
0,amzn,bp,0.9400000000000001,0.05999999999999994,0.15414,617770.12881
0,amzn,bp,0.9500000000000001,0.04999999999999993,0.15557,631022.1905
0,amzn,bp,0.96,0.040000000000000036,0.15699,644414.89261
0,amzn,bp,0.97,0.030000000000000027,0.15841,657948.23512
0,amzn,bp,0.98,0.020000000000000018,0.15983,671622.21805
0,amzn,bp,0.99,0.010000000000000009,0.16126,685436.8414
0,amzn,bp,1.0,0.0,0.16268,699392.10516
0,amzn,dis,0.0,1.0,0.02517,730.69203
0,amzn,dis,0.01,0.99,0.02654,1136.88371
0,amzn,dis,0.02,0.98,0.02792,1676.01321
0,amzn,dis,0.03,0.97,0.02929,2348.08055
0,amzn,dis,0.04,0.96,0.03067,3153.08571
0,amzn,dis,0.05,0.95,0.03205,4091.0287
0,amzn,dis,0.06,0.94,0.03342,5161.90951
0,amzn,dis,0.07,0.9299999999999999,0.0348,6365.72816
0,amzn,dis,0.08,0.92,0.03617,7702.48463
0,amzn,dis,0.09,0.91,0.03755,9172.17893
0,amzn,dis,0.1,0.9,0.03892,10774.81105
0,amzn,dis,0.11,0.89,0.0403,12510.381
0,amzn,dis,0.12,0.88,0.04167,14378.88878
0,amzn,dis,0.13,0.87,0.04305,16380.33439
0,amzn,dis,0.14,0.86,0.04442,18514.71782
0,amzn,dis,0.15,0.85,0.0458,20782.03909
0,amzn,dis,0.16,0.84,0.04717,23182.29818
0,amzn,dis,0.17,0.83,0.04855,25715.49509
0,amzn,dis,0.18,0.8200000000000001,0.04992,28381.62984
0,amzn,dis,0.19,0.81,0.0513,31180.70241
0,amzn,dis,0.2,0.8,0.05267,34112.7128
0,amzn,dis,0.21,0.79,0.05405,37177.66103
0,amzn,dis,0.22,0.78,0.05542,40375.54708
0,amzn,dis,0.23,0.77,0.0568,43706.37096
0,amzn,dis,0.24,0.76,0.05817,47170.13267
0,amzn,dis,0.25,0.75,0.05955,50766.83221
0,amzn,dis,0.26,0.74,0.06092,54496.46957
0,amzn,dis,0.27,0.73,0.0623,58359.04476
0,amzn,dis,0.28,0.72,0.06367,62354.55777
0,amzn,dis,0.29,0.71,0.06505,66483.00862
0,amzn,dis,0.3,0.7,0.06642,70744.39729
0,amzn,dis,0.31,0.69,0.0678,75138.72379
0,amzn,dis,0.32,0.6799999999999999,0.06917,79665.98811
0,amzn,dis,0.33,0.6699999999999999,0.07055,84326.19027
0,amzn,dis,0.34,0.6599999999999999,0.07192,89119.33025
0,amzn,dis,0.35000000000000003,0.6499999999999999,0.0733,94045.40806
0,amzn,dis,0.36,0.64,0.07467,99104.42369
0,amzn,dis,0.37,0.63,0.07605,104296.37715
0,amzn,dis,0.38,0.62,0.07742,109621.26844
0,amzn,dis,0.39,0.61,0.0788,115079.09756
0,amzn,dis,0.4,0.6,0.08017,120669.86451
0,amzn,dis,0.41000000000000003,0.59,0.08155,126393.56928
0,amzn,dis,0.42,0.5800000000000001,0.08292,132250.21188
0,amzn,dis,0.43,0.5700000000000001,0.0843,138239.7923
0,amzn,dis,0.44,0.56,0.08567,144362.31056
0,amzn,dis,0.45,0.55,0.08705,150617.76664
0,amzn,dis,0.46,0.54,0.08842,157006.16055
0,amzn,dis,0.47000000000000003,0.53,0.0898,163527.49228
0,amzn,dis,0.48,0.52,0.09117,170181.76184
0,amzn,dis,0.49,0.51,0.09255,176968.96924
0,amzn,dis,0.5,0.5,0.09392,183889.11445
0,amzn,dis,0.51,0.49,0.0953,190942.1975
0,amzn,dis,0.52,0.48,0.09667,198128.21837
0,amzn,dis,0.53,0.47,0.09805,205447.17707
0,amzn,dis,0.54,0.45999999999999996,0.09943,212899.0736
0,amzn,dis,0.55,0.44999999999999996,0.1008,220483.90795
0,amzn,dis,0.56,0.43999999999999995,0.10218,228201.68013
0,amzn,dis,0.5700000000000001,0.42999999999999994,0.10355,236052.39014
0,amzn,dis,0.58,0.42000000000000004,0.10493,244036.03798
0,amzn,dis,0.59,0.41000000000000003,0.1063,252152.62364
0,amzn,dis,0.6,0.4,0.10768,260402.14713
0,amzn,dis,0.61,0.39,0.10905,268784.60845
0,amzn,dis,0.62,0.38,0.11043,277300.00759
0,amzn,dis,0.63,0.37,0.1118,285948.34457
0,amzn,dis,0.64,0.36,0.11318,294729.61937
0,amzn,dis,0.65,0.35,0.11455,303643.83199
0,amzn,dis,0.66,0.33999999999999997,0.11593,312690.98245
0,amzn,dis,0.67,0.32999999999999996,0.1173,321871.07073
0,amzn,dis,0.68,0.31999999999999995,0.11868,331184.09684
0,amzn,dis,0.6900000000000001,0.30999999999999994,0.12005,340630.06078
0,amzn,dis,0.7000000000000001,0.29999999999999993,0.12143,350208.96254
0,amzn,dis,0.71,0.29000000000000004,0.1228,359920.80213
0,amzn,dis,0.72,0.28,0.12418,369765.57955
0,amzn,dis,0.73,0.27,0.12555,379743.2948
0,amzn,dis,0.74,0.26,0.12693,389853.94787
0,amzn,dis,0.75,0.25,0.1283,400097.53877
0,amzn,dis,0.76,0.24,0.12968,410474.0675
0,amzn,dis,0.77,0.22999999999999998,0.13105,420983.53405
0,amzn,dis,0.78,0.21999999999999997,0.13243,431625.93843
0,amzn,dis,0.79,0.20999999999999996,0.1338,442401.28064
0,amzn,dis,0.8,0.19999999999999996,0.13518,453309.56068
0,amzn,dis,0.81,0.18999999999999995,0.13655,464350.77855
0,amzn,dis,0.8200000000000001,0.17999999999999994,0.13793,475524.93424
0,amzn,dis,0.8300000000000001,0.16999999999999993,0.1393,486832.02776
0,amzn,dis,0.84,0.16000000000000003,0.14068,498272.0591
0,amzn,dis,0.85,0.15000000000000002,0.14205,509845.02828
0,amzn,dis,0.86,0.14,0.14343,521550.93528
0,amzn,dis,0.87,0.13,0.1448,533389.7801
0,amzn,dis,0.88,0.12,0.14618,545361.56276
0,amzn,dis,0.89,0.10999999999999999,0.14755,557466.28324
0,amzn,dis,0.9,0.09999999999999998,0.14893,569703.94155
0,amzn,dis,0.91,0.08999999999999997,0.1503,582074.53769
0,amzn,dis,0.92,0.07999999999999996,0.15168,594578.07166
0,amzn,dis,0.93,0.06999999999999995,0.15305,607214.54345
0,amzn,dis,0.9400000000000001,0.05999999999999994,0.15443,619983.95307
0,amzn,dis,0.9500000000000001,0.04999999999999993,0.1558,632886.30051
0,amzn,dis,0.96,0.040000000000000036,0.15718,645921.58579
0,amzn,dis,0.97,0.030000000000000027,0.15855,659089.80889
0,amzn,dis,0.98,0.020000000000000018,0.15993,672390.96982
0,amzn,dis,0.99,0.010000000000000009,0.1613,685825.06857
0,amzn,dis,1.0,0.0,0.16268,699392.10516
0,amzn,ge,0.0,1.0,0.01991,50.71701
0,amzn,ge,0.01,0.99,0.02133,36.35881
0,amzn,ge,0.02,0.98,0.02276,163.57177
0,amzn,ge,0.03,0.97,0.02419,432.35588
0,amzn,ge,0.04,0.96,0.02562,842.71114
0,amzn,ge,0.05,0.95,0.02704,1394.63755
0,amzn,ge,0.06,0.94,0.02847,2088.13512
0,amzn,ge,0.07,0.9299999999999999,0.0299,2923.20384
0,amzn,ge,0.08,0.92,0.03133,3899.84371
0,amzn,ge,0.09,0.91,0.03276,5018.05474
0,amzn,ge,0.1,0.9,0.03418,6277.83692
0,amzn,ge,0.11,0.89,0.03561,7679.19025
0,amzn,ge,0.12,0.88,0.03704,9222.11473
0,amzn,ge,0.13,0.87,0.03847,10906.61037
0,amzn,ge,0.14,0.86,0.03989,12732.67717
0,amzn,ge,0.15,0.85,0.04132,14700.31511
0,amzn,ge,0.16,0.84,0.04275,16809.52421
0,amzn,ge,0.17,0.83,0.04418,19060.30446
0,amzn,ge,0.18,0.8200000000000001,0.04561,21452.65587
0,amzn,ge,0.19,0.81,0.04703,23986.57842
0,amzn,ge,0.2,0.8,0.04846,26662.07213
0,amzn,ge,0.21,0.79,0.04989,29479.137
0,amzn,ge,0.22,0.78,0.05132,32437.77301
0,amzn,ge,0.23,0.77,0.05274,35537.98018
0,amzn,ge,0.24,0.76,0.05417,38779.75851
0,amzn,ge,0.25,0.75,0.0556,42163.10798
0,amzn,ge,0.26,0.74,0.05703,45688.02861
0,amzn,ge,0.27,0.73,0.05845,49354.5204
0,amzn,ge,0.28,0.72,0.05988,53162.58333
0,amzn,ge,0.29,0.71,0.06131,57112.21742
0,amzn,ge,0.3,0.7,0.06274,61203.42266
0,amzn,ge,0.31,0.69,0.06417,65436.19906
0,amzn,ge,0.32,0.6799999999999999,0.06559,69810.54661
0,amzn,ge,0.33,0.6699999999999999,0.06702,74326.46531
0,amzn,ge,0.34,0.6599999999999999,0.06845,78983.95516
0,amzn,ge,0.35000000000000003,0.6499999999999999,0.06988,83783.01617
0,amzn,ge,0.36,0.64,0.0713,88723.64833
0,amzn,ge,0.37,0.63,0.07273,93805.85165
0,amzn,ge,0.38,0.62,0.07416,99029.62611
0,amzn,ge,0.39,0.61,0.07559,104394.97174
0,amzn,ge,0.4,0.6,0.07702,109901.88851
0,amzn,ge,0.41000000000000003,0.59,0.07844,115550.37644
0,amzn,ge,0.42,0.5800000000000001,0.07987,121340.43552
0,amzn,ge,0.43,0.5700000000000001,0.0813,127272.06575
0,amzn,ge,0.44,0.56,0.08273,133345.26713
0,amzn,ge,0.45,0.55,0.08415,139560.03967
0,amzn,ge,0.46,0.54,0.08558,145916.38337
0,amzn,ge,0.47000000000000003,0.53,0.08701,152414.29821
0,amzn,ge,0.48,0.52,0.08844,159053.78421
0,amzn,ge,0.49,0.51,0.08987,165834.84136
0,amzn,ge,0.5,0.5,0.09129,172757.46967
0,amzn,ge,0.51,0.49,0.09272,179821.66912
0,amzn,ge,0.52,0.48,0.09415,187027.43974
0,amzn,ge,0.53,0.47,0.09558,194374.7815
0,amzn,ge,0.54,0.45999999999999996,0.097,201863.69442
0,amzn,ge,0.55,0.44999999999999996,0.09843,209494.17849
0,amzn,ge,0.56,0.43999999999999995,0.09986,217266.23371
0,amzn,ge,0.5700000000000001,0.42999999999999994,0.10129,225179.86009
0,amzn,ge,0.58,0.42000000000000004,0.10271,233235.05762
0,amzn,ge,0.59,0.41000000000000003,0.10414,241431.8263
0,amzn,ge,0.6,0.4,0.10557,249770.16614
0,amzn,ge,0.61,0.39,0.107,258250.07713
0,amzn,ge,0.62,0.38,0.10843,266871.55927
0,amzn,ge,0.63,0.37,0.10985,275634.61256
0,amzn,ge,0.64,0.36,0.11128,284539.23701
0,amzn,ge,0.65,0.35,0.11271,293585.43262
0,amzn,ge,0.66,0.33999999999999997,0.11414,302773.19937
0,amzn,ge,0.67,0.32999999999999996,0.11556,312102.53728
0,amzn,ge,0.68,0.31999999999999995,0.11699,321573.44634
0,amzn,ge,0.6900000000000001,0.30999999999999994,0.11842,331185.92655
0,amzn,ge,0.7000000000000001,0.29999999999999993,0.11985,340939.97792
0,amzn,ge,0.71,0.29000000000000004,0.12128,350835.60044
0,amzn,ge,0.72,0.28,0.1227,360872.79412
0,amzn,ge,0.73,0.27,0.12413,371051.55894
0,amzn,ge,0.74,0.26,0.12556,381371.89492
0,amzn,ge,0.75,0.25,0.12699,391833.80206
0,amzn,ge,0.76,0.24,0.12841,402437.28034
0,amzn,ge,0.77,0.22999999999999998,0.12984,413182.32978
0,amzn,ge,0.78,0.21999999999999997,0.13127,424068.95038
0,amzn,ge,0.79,0.20999999999999996,0.1327,435097.14212
0,amzn,ge,0.8,0.19999999999999996,0.13413,446266.90502
0,amzn,ge,0.81,0.18999999999999995,0.13555,457578.23907
0,amzn,ge,0.8200000000000001,0.17999999999999994,0.13698,469031.14428
0,amzn,ge,0.8300000000000001,0.16999999999999993,0.13841,480625.62064
0,amzn,ge,0.84,0.16000000000000003,0.13984,492361.66815
0,amzn,ge,0.85,0.15000000000000002,0.14126,504239.28681
0,amzn,ge,0.86,0.14,0.14269,516258.47663
0,amzn,ge,0.87,0.13,0.14412,528419.2376
0,amzn,ge,0.88,0.12,0.14555,540721.56972
0,amzn,ge,0.89,0.10999999999999999,0.14697,553165.473
0,amzn,ge,0.9,0.09999999999999998,0.1484,565750.94743
0,amzn,ge,0.91,0.08999999999999997,0.14983,578477.99301
0,amzn,ge,0.92,0.07999999999999996,0.15126,591346.60975
0,amzn,ge,0.93,0.06999999999999995,0.15269,604356.79764
0,amzn,ge,0.9400000000000001,0.05999999999999994,0.15411,617508.55668
0,amzn,ge,0.9500000000000001,0.04999999999999993,0.15554,630801.88688
0,amzn,ge,0.96,0.040000000000000036,0.15697,644236.78823
0,amzn,ge,0.97,0.030000000000000027,0.1584,657813.26073
0,amzn,ge,0.98,0.020000000000000018,0.15982,671531.30439
0,amzn,ge,0.99,0.010000000000000009,0.16125,685390.91919
0,amzn,ge,1.0,0.0,0.16268,699392.10516
0,amzn,gs,0.0,1.0,0.02716,2291.92769
0,amzn,gs,0.01,0.99,0.02852,2733.05453
0,amzn,gs,0.02,0.98,0.02987,3306.09803
0,amzn,gs,0.03,0.97,0.03123,4011.0582
0,amzn,gs,0.04,0.96,0.03258,4847.93504
0,amzn,gs,0.05,0.95,0.03394,5816.72854
0,amzn,gs,0.06,0.94,0.03529,6917.43871
0,amzn,gs,0.07,0.9299999999999999,0.03665,8150.06554
0,amzn,gs,0.08,0.92,0.03801,9514.60903
0,amzn,gs,0.09,0.91,0.03936,11011.0692
0,amzn,gs,0.1,0.9,0.04072,12639.44602
0,amzn,gs,0.11,0.89,0.04207,14399.73952
0,amzn,gs,0.12,0.88,0.04343,16291.94967
0,amzn,gs,0.13,0.87,0.04478,18316.0765
0,amzn,gs,0.14,0.86,0.04614,20472.11999
0,amzn,gs,0.15,0.85,0.04749,22760.08014
0,amzn,gs,0.16,0.84,0.04885,25179.95696
0,amzn,gs,0.17,0.83,0.0502,27731.75045
0,amzn,gs,0.18,0.8200000000000001,0.05156,30415.4606
0,amzn,gs,0.19,0.81,0.05291,33231.08741
0,amzn,gs,0.2,0.8,0.05427,36178.63089
0,amzn,gs,0.21,0.79,0.05562,39258.09104
0,amzn,gs,0.22,0.78,0.05698,42469.46785
0,amzn,gs,0.23,0.77,0.05833,45812.76133
0,amzn,gs,0.24,0.76,0.05969,49287.97147
0,amzn,gs,0.25,0.75,0.06104,52895.09828
0,amzn,gs,0.26,0.74,0.0624,56634.14175
0,amzn,gs,0.27,0.73,0.06375,60505.10189
0,amzn,gs,0.28,0.72,0.06511,64507.97869
0,amzn,gs,0.29,0.71,0.06646,68642.77216
0,amzn,gs,0.3,0.7,0.06782,72909.4823
0,amzn,gs,0.31,0.69,0.06917,77308.1091
0,amzn,gs,0.32,0.6799999999999999,0.07053,81838.65256
0,amzn,gs,0.33,0.6699999999999999,0.07188,86501.11269
0,amzn,gs,0.34,0.6599999999999999,0.07324,91295.48949
0,amzn,gs,0.35000000000000003,0.6499999999999999,0.07459,96221.78295
0,amzn,gs,0.36,0.64,0.07595,101279.99308
0,amzn,gs,0.37,0.63,0.0773,106470.11987
0,amzn,gs,0.38,0.62,0.07866,111792.16333
0,amzn,gs,0.39,0.61,0.08002,117246.12345
0,amzn,gs,0.4,0.6,0.08137,122832.00024
0,amzn,gs,0.41000000000000003,0.59,0.08273,128549.79369
0,amzn,gs,0.42,0.5800000000000001,0.08408,134399.50381
0,amzn,gs,0.43,0.5700000000000001,0.08544,140381.1306
0,amzn,gs,0.44,0.56,0.08679,146494.67405
0,amzn,gs,0.45,0.55,0.08815,152740.13416
0,amzn,gs,0.46,0.54,0.0895,159117.51094
0,amzn,gs,0.47000000000000003,0.53,0.09086,165626.80439
0,amzn,gs,0.48,0.52,0.09221,172268.0145
0,amzn,gs,0.49,0.51,0.09357,179041.14128
0,amzn,gs,0.5,0.5,0.09492,185946.18472
0,amzn,gs,0.51,0.49,0.09628,192983.14483
0,amzn,gs,0.52,0.48,0.09763,200152.0216
0,amzn,gs,0.53,0.47,0.09899,207452.81504
0,amzn,gs,0.54,0.45999999999999996,0.10034,214885.52514
0,amzn,gs,0.55,0.44999999999999996,0.1017,222450.15191
0,amzn,gs,0.56,0.43999999999999995,0.10305,230146.69534
0,amzn,gs,0.5700000000000001,0.42999999999999994,0.10441,237975.15544
0,amzn,gs,0.58,0.42000000000000004,0.10576,245935.53221
0,amzn,gs,0.59,0.41000000000000003,0.10712,254027.82564
0,amzn,gs,0.6,0.4,0.10847,262252.03573
0,amzn,gs,0.61,0.39,0.10983,270608.16249
0,amzn,gs,0.62,0.38,0.11118,279096.20592
0,amzn,gs,0.63,0.37,0.11254,287716.16601
0,amzn,gs,0.64,0.36,0.11389,296468.04277
0,amzn,gs,0.65,0.35,0.11525,305351.83619
0,amzn,gs,0.66,0.33999999999999997,0.1166,314367.54628
0,amzn,gs,0.67,0.32999999999999996,0.11796,323515.17303
0,amzn,gs,0.68,0.31999999999999995,0.11931,332794.71645
0,amzn,gs,0.6900000000000001,0.30999999999999994,0.12067,342206.17654
0,amzn,gs,0.7000000000000001,0.29999999999999993,0.12203,351749.55328
0,amzn,gs,0.71,0.29000000000000004,0.12338,361424.8467
0,amzn,gs,0.72,0.28,0.12474,371232.05678
0,amzn,gs,0.73,0.27,0.12609,381171.18352
0,amzn,gs,0.74,0.26,0.12745,391242.22693
0,amzn,gs,0.75,0.25,0.1288,401445.18701
0,amzn,gs,0.76,0.24,0.13016,411780.06375
0,amzn,gs,0.77,0.22999999999999998,0.13151,422246.85716
0,amzn,gs,0.78,0.21999999999999997,0.13287,432845.56723
0,amzn,gs,0.79,0.20999999999999996,0.13422,443576.19397
0,amzn,gs,0.8,0.19999999999999996,0.13558,454438.73737
0,amzn,gs,0.81,0.18999999999999995,0.13693,465433.19744
0,amzn,gs,0.8200000000000001,0.17999999999999994,0.13829,476559.57417
0,amzn,gs,0.8300000000000001,0.16999999999999993,0.13964,487817.86757
0,amzn,gs,0.84,0.16000000000000003,0.141,499208.07764
0,amzn,gs,0.85,0.15000000000000002,0.14235,510730.20437
0,amzn,gs,0.86,0.14,0.14371,522384.24776
0,amzn,gs,0.87,0.13,0.14506,534170.20782
0,amzn,gs,0.88,0.12,0.14642,546088.08455
0,amzn,gs,0.89,0.10999999999999999,0.14777,558137.87794
0,amzn,gs,0.9,0.09999999999999998,0.14913,570319.588
0,amzn,gs,0.91,0.08999999999999997,0.15048,582633.21472
0,amzn,gs,0.92,0.07999999999999996,0.15184,595078.7581
0,amzn,gs,0.93,0.06999999999999995,0.15319,607656.21816
0,amzn,gs,0.9400000000000001,0.05999999999999994,0.15455,620365.59488
0,amzn,gs,0.9500000000000001,0.04999999999999993,0.1559,633206.88826
0,amzn,gs,0.96,0.040000000000000036,0.15726,646180.09831
0,amzn,gs,0.97,0.030000000000000027,0.15861,659285.22502
0,amzn,gs,0.98,0.020000000000000018,0.15997,672522.2684
0,amzn,gs,0.99,0.010000000000000009,0.16132,685891.22845
0,amzn,gs,1.0,0.0,0.16268,699392.10516
0,amzn,pfe,0.0,1.0,0.02121,17.00698
0,amzn,pfe,0.01,0.99,0.02262,135.63965
0,amzn,pfe,0.02,0.98,0.02404,393.1636
0,amzn,pfe,0.03,0.97,0.02545,789.57884
0,amzn,pfe,0.04,0.96,0.02687,1324.88535
0,amzn,pfe,0.05,0.95,0.02828,1999.08314
0,amzn,pfe,0.06,0.94,0.0297,2812.17221
0,amzn,pfe,0.07,0.9299999999999999,0.03111,3764.15255
0,amzn,pfe,0.08,0.92,0.03253,4855.02418
0,amzn,pfe,0.09,0.91,0.03394,6084.78709
0,amzn,pfe,0.1,0.9,0.03536,7453.44127
0,amzn,pfe,0.11,0.89,0.03677,8960.98673
0,amzn,pfe,0.12,0.88,0.03818,10607.42348
0,amzn,pfe,0.13,0.87,0.0396,12392.7515
0,amzn,pfe,0.14,0.86,0.04101,14316.9708
0,amzn,pfe,0.15,0.85,0.04243,16380.08138
0,amzn,pfe,0.16,0.84,0.04384,18582.08324
0,amzn,pfe,0.17,0.83,0.04526,20922.97637
0,amzn,pfe,0.18,0.8200000000000001,0.04667,23402.76079
0,amzn,pfe,0.19,0.81,0.04809,26021.43649
0,amzn,pfe,0.2,0.8,0.0495,28779.00346
0,amzn,pfe,0.21,0.79,0.05092,31675.46171
0,amzn,pfe,0.22,0.78,0.05233,34710.81124
0,amzn,pfe,0.23,0.77,0.05375,37885.05206
0,amzn,pfe,0.24,0.76,0.05516,41198.18415
0,amzn,pfe,0.25,0.75,0.05658,44650.20751
0,amzn,pfe,0.26,0.74,0.05799,48241.12216
0,amzn,pfe,0.27,0.73,0.05941,51970.92809
0,amzn,pfe,0.28,0.72,0.06082,55839.62529
0,amzn,pfe,0.29,0.71,0.06223,59847.21378
0,amzn,pfe,0.3,0.7,0.06365,63993.69354
0,amzn,pfe,0.31,0.69,0.06506,68279.06458
0,amzn,pfe,0.32,0.6799999999999999,0.06648,72703.32691
0,amzn,pfe,0.33,0.6699999999999999,0.06789,77266.48051
0,amzn,pfe,0.34,0.6599999999999999,0.06931,81968.52539
0,amzn,pfe,0.35000000000000003,0.6499999999999999,0.07072,86809.46154
0,amzn,pfe,0.36,0.64,0.07214,91789.28898
0,amzn,pfe,0.37,0.63,0.07355,96908.0077
0,amzn,pfe,0.38,0.62,0.07497,102165.61769
0,amzn,pfe,0.39,0.61,0.07638,107562.11897
0,amzn,pfe,0.4,0.6,0.0778,113097.51152
0,amzn,pfe,0.41000000000000003,0.59,0.07921,118771.79535
0,amzn,pfe,0.42,0.5800000000000001,0.08063,124584.97046
0,amzn,pfe,0.43,0.5700000000000001,0.08204,130537.03685
0,amzn,pfe,0.44,0.56,0.08346,136627.99452
0,amzn,pfe,0.45,0.55,0.08487,142857.84347
0,amzn,pfe,0.46,0.54,0.08629,149226.58369
0,amzn,pfe,0.47000000000000003,0.53,0.0877,155734.2152
0,amzn,pfe,0.48,0.52,0.08911,162380.73798
0,amzn,pfe,0.49,0.51,0.09053,169166.15205
0,amzn,pfe,0.5,0.5,0.09194,176090.45739
0,amzn,pfe,0.51,0.49,0.09336,183153.65401
0,amzn,pfe,0.52,0.48,0.09477,190355.74191
0,amzn,pfe,0.53,0.47,0.09619,197696.72109
0,amzn,pfe,0.54,0.45999999999999996,0.0976,205176.59155
